Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.29006,0,0.29006,0.29006,0.999259
EDU11   ,0.42974,0,0.42974,0.3966,0.998625
EDZ11   ,0.52872,0,0.52872,0.4545,0.997292
EDH12   ,0.46218,0,0.46218,0.45987,0.996129
EDM12   ,0.40512,0,0.40512,0.44958,0.99511
EDU12   ,0.39257,0,0.39257,0.43981,0.994123
EDZ12   ,0.42454,0,0.42454,0.43742,0.993057
2 YR,0.44665,0,0.44665,0.44666,0.991116
3 YR,0.598,0,0.598,0.59895,0.982186
4 YR,0.8955,0,0.8955,0.90071,0.964667
5 YR,1.239,0,1.239,1.25366,0.939425
6 YR,1.556,0,1.556,1.58444,0.909653
7 YR,1.83,0,1.83,1.87499,0.877536
8 YR,2.0628,0,2.0628,2.12582,0.844367
9 YR,2.256,0,2.256,2.33705,0.81125
10 YR,2.41815,0,2.41815,2.51687,0.77871
11 YR,2.565,0,2.565,2.6826,0.74593
12 YR,2.682,0,2.682,2.81571,0.71496
15 YR,2.9455,0,2.9455,3.12243,0.628241
20 YR,3.16,0,3.16,3.37217,0.512222
25 YR,3.27165,0,3.27165,3.50151,0.419792
30 YR,3.339,0,3.339,3.57948,0.344953
40 YR,3.3555,0,3.3555,3.54874,0.244865
50 YR,3.317,0,3.317,3.41835,0.183649
